"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"lhomicide conjugal : comparaison quant au sexe des agresseurs","Martins-Borges, Lucienne",2006,"Thèse/Mémoire","agresseur / autodestruction / conjoint | conjointe / différence de sexe / facteur / homicide conjugal / santé mentale / violence conjugale",NA,"Analyse statistique"
"adolescents sociometric status and its relation to parenting and psychosocial adaptation variables","Venditti, Martina",2006,"Thèse/Mémoire","adolescence / relation / parent | parents / statut / pratique / adaptation","QuestionnairesMesures de nomination sociométrique","Analyse statistique"
"la clinique transculturelle à la clinique de pédiatrie de lhôpital maisonneuve-rosemont. de filiation en métissage","Pedneault, Caroline / Ammara, Gisèle / Luong, Tinh / Rashed, Selim",2006,"Article","enfant / filiation / intervention / résilience / migration / identité / santé mentale",NA,"Analyse de contenu"
"lenfant et le lien dattachement : la pierre angulaire des décisions en matière de garde, sa définition, ses composantes, son évolution","Lechasseur, Sonia",2006,"Autre","attachement / enfant / droit / développement",NA,"Réflexion critique"
"risk of recurrence during the three-year period following a first report to child protective services: a survival analysis of an urban cohort","Hélie, Sonia / Bouchard, Camil / Renaud, Jean / Tourigny, Marc / Mayer, Micheline",2006,"Autre","abus / protection de la jeunesse / enfant / récurrence / violence / risque",NA,"Analyse statistique"
"daytime cortisol and stress reactivity in the offspring of parents with bipolar disorder","Ellenbogen, Mark A. / Hodgins, Sheilagh / Walker, Claire-Dominique / Couture, Sophie / Adam, Sebastien",2006,"Article","stress / parent | parents / enfant / bipolarité",NA,NA
"linitiative communautaire 1,2,3 go! pour tout-petits. analyse dimpacts sur le partenariat perçu et activé par des intervenants","Cormier, Natalie",2006,"Thèse/Mémoire","communautaire / partenariat / ressource / petite enfance / collaboration / évaluation / intervenant | intervenante",NA,NA
"early abuse experiences and subsequent gender differences in couple adjustment","Godbout, Natacha / Lussier, Yvan / Sabourin, Stéphane",2006,"Article","abus / agression sexuelle / violence familiale / enfance / adaptation / adulte / couple / détresse psychologique","- « [A] shortened version of the Dyadic Adjustment Scale (DAS; Spanier, 1976, translated to French by Baillargeon, Dubois, & Marineau, 1986). »  (p. 746);- « [T]he Experiences in Close Relationships Questionnaire (ECR; Brennan, Clark, & Shaver, 1998, translated to French by Lafontaine & Lussier, 2003). »  (p. 747);- « [T]he shortened version of the Psychiatric Symptom Inventory (PSI; Ilfeld, 1976, 1978) »  (p. 747).","Analyse statistique"
"conjugal conflict and parental separation","Drapeau, Sylvie / Saint-Jacques, Marie-Christine / Gagné, Marie-Hélène / Cloutier, Richard / Lépine, Rachel",2006,"Autre","parent | parents / séparation / conflit / enfant / couple","Questionnaires","Analyse statistique"
"description du suivi thérapeutique dune personne atteinte de schizophrénie","Caron, Sébastien",2006,"Thèse/Mémoire","schizophrénie / traitement / maladie / intervention",NA,NA
"trajectoires des filles présentant des conduites agressives. 30 ans de suivi intergénérationnel de lenfance à la parentalité","Stack, Dale M. / Serbin, Lisa A. / Grunzeweig, Naomi / De Genna, Natacha / Ben-Dat Fisher, Dahlia / Temcheff, Caroline E. / Hodgins, Sheilagh / Schwartzman, Alex E. / Ledingham, Jane E.",2006,"Autre","trajectoire / fille / agressivité / enfance / parentalité / mère adolescente","«[V]ersions concernant le couple et l’enfant d’une échelle mesurant les conflits (Conflict Tactics Scale; Straus, 1979) » (p. 190)« [É]chelles de soutien émotif du Emotional Availability Scales; Biringen, Robinson et Emde, 1988)» (p. 192)","Analyse statistique"
"attachement et problèmes de comportements intériorisés et extériorisés autorapportés à la période scolaire","Moss, Ellen / Smolla, Nicole / Guerra, Isabelle / Mazzarello, Tania / Chayer, Daniel / Berthiaume, Claude",2006,"Article","enfant / mère / attachement / problème / comportement / sécurité","« La qualité de la relation d’attachement mère-enfant est évaluée en codant les comportements de l’enfant lors des deux réunions au moyen du système de classification de Main et Cassidy (1988). Ce système permet de distinguer cinq patrons d’attachement : sécurisant, insécurisant-évitant, insécurisant-ambivalent, insécurisant-désorganisé/contrôlant et insécurisant-autre. » (p. 146) Quant à l’autoévaluation des problèmes de comportement par l’enfant, le test « Dominique » (version 5) a été utilisé.","Analyse statistique"
"trajectoires et corrélats de la violence psychologique de couples provenant de la population générale","Marie-France Lafontaine / Audrey Brassard / Yvan Lussier",2006,"Article","violence conjugale / violence psychologique / couple / évolution / trajectoire","Questionnaire","Analyse statistique"
"déterminants de la persistance conjugale chez des personnes vivant en première et en seconde union conjugale","Giguere, Jeannine / Fortin, Claudette / Sabourin, Stephane",2006,"Article","conjoint | conjointe / engagement / union / relation","Questionnaires","Analyse statistique"
"relation entre le point de vue de lenfant sur la violence conjugale, la parentification et les conflits de loyauté","Doucet, Martin",2006,"Thèse/Mémoire","enfant / violence conjugale / parentification / conflit / loyauté",NA,NA
"ladaptation de lenfant à la séparation de ses parents : sept hypothèses pour une compréhension approfondie","Carobene, Geneviève / Cyr, Francine",2006,"Article","adaptation / enfant / séparation / parent | parents / rupture / conflit / transition",NA,"Recension d’écrits"
"choosing family: one mothers journey through recovery from cocaine addiction","Sorbo, Adriana Carmela Tonia",2006,"Thèse/Mémoire","toxicomanie / mère / dépendance / drogue / intervention",NA,NA
"attachment and behavior problems in middle childhood as reported by adult and child informants","Moss, Ellen / Smolla, Nicole / Cyr, Chantal / Dubois-Comtois, Karine / Mazzarello, Tania / Berthiaume, Claude",2006,"Article","attachement / mère / enfant / enseignant | enseignante / psychopathologie / socioéconomique / trouble de comportement",NA,NA
"paternité et situations de négligence : nature des arrangements relationnels pères-enfants","Lacharité, Carl / Éthier, Louise",2006,"Autre","négligence / enfant / homme / relation / père","Guide d’entrevue semi-dirigée","Analyse de contenu"
"quelles sont les conditions associées à une bonne adaptation au rôle paternel post-rupture? : parcours paternels et points de vue de pères","Gaudet, Judith / Devault, Annie",2006,"Article","rupture conjugale / enfant / rôle parental / père","Guide d’entretien semi-directif","Analyse de contenu et analyse statistique"
"linfluence des habiletés cognitives, de lâge et des caractéristiques de lagression sexuelle sur la déclaration des présumées victimes","Dion, Jacinthe / Cyr, Mireille / Richard, Nancy / Mcduff, Pierre",2006,"Article","agression sexuelle / enfant / caractéristique / information","Version française abrégée du WISC-III (Échelle d’Intelligence de Wechsler pour Enfants-Troisième Édition, Wechsler, 2000)","Analyse statistique"
"association entre lattachement mère-enfant et les récits dattachement à la période scolaire","Bureau, Jean-Francois / Beliveau, Marie-Julie / Moss, Ellen / Lépine, Suzanne",2006,"Article","théorie / enfant / attachement / parent | parents","« Afin d’évaluer la qualité de l’attachement de l’enfant à sa mère, une procédure de séparation-réunion pour les enfants de 6 ans, telle qu’élaborée par Main et Cassidy (1988), a été utilisée. [...] [De plus,] l’enfant est invité seul au laboratoire afin de participer à quelques tâches, dont les récits d’attachement MacArthur Story-Stem Battery (MSSB; Bretherton, Oppenheim et al., 1990) » (pp. 53-54)","Analyse de contenu"
"enfin chez soi? récits féminins de vie et de migration","Serfaty-Garzon, Perla",2006,"Autre","migration / histoire familiale / continuité / rupture",NA,"Analyse de contenuRéflexion critique"
"is the maternal q-set a valid measure of preschool child attachment behavior?","Moss, Ellen / Bureau, Jean-François / Cyr, Chantal / Dubois-Comtois, Karine",2006,"Article","mère / évaluation / mesure / comportement / attachement / enfant / âge préscolaire","- « Security of attachment was assessed using the Attachment Q-Set completed by the child’s mother (Waters & Deane, 1985). »  (p. 490);- « The Preschool Attachment Classification System (PACS) (Cassidy & Marvin, 1992) for 3–5 year-olds. »  (p. 491);- « Mothers evaluated child externalizing behavior problems using the Child Behavior Checklist (CBCL) (Achenbach & Edelbrock, 1981). »  (p. 492);- « Mothers completed the 101-item PSI [Parental Stress Inventory] maternal self-report measure focusing on sources of perceived stress related to the parental role (PSI; Abidin, 1992). »  (p. 492).","Analyse statistique"
"an attachment framework for the study of shame: associations between security, parenting, temperament and shame-proneness in early childhood","Karos, Leigh Karavasilis",2006,"Thèse/Mémoire","attachement / parent | parents / enfant / parentage / tempérament",NA,NA
"exploration des processus dadaptation et des trajectoires parentales post-rupture : la situation des pères présents dans la vie de leurs enfants","Gaudet, Judith",2006,"Thèse/Mémoire","père / adaptation / divorce / engagement / engagement paternel","Guide d’entretien semi-directif","Analyse de contenu"
"évaluation du rôle des biais cognitifs des parents dans la transmission intergénérationnelle de lanxiété chez de jeunes enfants","Denis, Isabelle",2006,"Thèse/Mémoire","anxiété / pratique / parent | parents / enfant / interaction / transmission intergénérationnelle","- Analyse de variance ANOVA (p.12)- « La tâche d’observation de l’interaction parent-enfant [...] est une adaptation du New Mac Arthur Emotion Story-System (Warren, Emde, et Oppenheim, 1993) » (p. 13)- « La Grille d’observation [...] s’inspire de la grille élaborée par Warren et ses collaborateurs (1993). Celle-ci a été largement modifiée par Denis, Parent et Turgeon (2006) [...] » (p. 15)- « Le questionnaire sur la santé du parent (Valla et al., 1994) est une traduction du questionnaire DISSA: An abridged self-administered version of the DIS (Kovess et Fournier, 1990). » (p. 18)- « L’Inventaire d’anxiété situationnelle et de trait d’anxiété version Y (IASTA-Y; Gauthier et Bouchard, 1993), version française du State-Trait Anxiety Inventory-Y (STAI-Y) de Spielberger (1983) » (p. 19)- « L’inventaire de dépression de Beck II (IDB; Beck, Steer, et Brown, 1998) est une traduction française du Beck Depression Inventory II (BDI-II) de Beck, Steer et Brown (1996) » (p. 19)- « Liste de vérification du comportement version préscolaire (1 1/2 à 5 ans) (Achenbach et Rescorla, 2000) » (p. 20)- « Liste de vérification du comportement version scolaire (6 à 18 ans) (Achenbach et Rescorla, 2001) » (p. 20)- « Le profil socio-affectif (PSA; Dumas, Lafrenière, Capuano, et Durming, 1997) » (p. 20)","Analyse statistique"
"social perspective-taking skills in maltreated children and adolescents","Burack, Jacob A. / Flanagan, Tara / Peled, Terry / Sutton, Hazel M. / Zygmuntowicz, Catherine / Manly, Jody T.",2006,"Article","enfant / adolescent | adolescente / maltraitance / habileté",NA,NA
"éthique clinique en psychiatrie : lexpérience de lhôpital douglas","Zacchia, Camillo / Tremblay, Jacques",2006,"Article","santé mentale / patient | patiente / éthique / institution",NA,"Réflexion critique"
"la participation des organismes communautaires à la fourniture des services sociaux dans le secteur de lenfance, de la famille et de la jeunesse au québec : reconnaissance ou récupération?","Savard, Sébastien / Harvey, Benoît",2006,"Autre","enfance / jeunesse / gestion / coopération / organisme communautaire / services sociaux","« [U]n questionnaire a été élaboré [...] pour étudier les relations État-organismes non gouvernementaux (ONG). » (p. 9)","Analyse de contenu"
"la consultation en pédopsychiatrie : analyse des expériences parentales à partir dun modèle triphasique","Moreau, Jocelyne",2006,"Thèse/Mémoire","consultation / psychiatrie / expérience / adaptation / parent | parents / santé mentale / clinique / institution","Article 1 : « La consultation pédopsychiatrique : proposition d’un modèle triphasique de l’expérience parentale »- Questionnaire (en trois parties) élaboré aux fins de l’étude : « Questionnaire portant sur l’annonce du diagnostic » (Appendice C)Article 2 : « Analyse des expériences parentales précédant la consultation pédopsychiatrique »- Guide d’entretien","Analyse statistique (Article 1) et analyse de contenu (Article 2)"
"anxious and avoidant attachment to parents and psychological distress in early adolescence and young adulthood","Kamkar, Katayoun",2006,"Thèse/Mémoire","attachement / adolescent | adolescente / adulte / estime de soi / dépression / détresse",NA,NA
"utilisation des ressources matérielles et des ressources dédiées à leurs enfants par les mères de milieux populaires. le rôle des liens quelles entretiennent avec leur voisinage","Goulet, Julie",2006,"Thèse/Mémoire","ressource / communautaire / voisinage / relation sociale",NA,NA
"le développement des modèles internes opérants dattachement durant la période scolaire : le rôle de lenvironnement familial et des échanges parent-enfant","Dubois-Comtois, Karine",2006,"Thèse/Mémoire","attachement / mère / enfant / scolaire",NA,NA
"ombres chinoises : récit dun processus clinique avec une adolescente adoptée","Charbonneau, Marie-Claude",2006,"Thèse/Mémoire","trouble de comportement / adoption / adolescent | adolescente / art / thérapie / clinique",NA,NA
"les modèles de relations homme-femme dans les images publicitaires de quatre magazines féminins québécois de 1993 et de 2003 : du couple harlequin au couple égalitaire menacé","Cyr, Marie-France",2005,"Article","rapport homme-femme / égalité / amour / publicité / féminisme / genre / tradition / partenaire",NA,"Réflexion critique"
"kindergarten disruptive behaviors, protective factors, and educational achievement by early adulthood","Vitaro, Frank / Brendgen, Mara / Larose, Simon / Tremblay, Richard E.",2005,"Article","comportement / scolarité / anxiété / éducation / parent | parents / stimulation / maternelle / protection","- « Sociofamilial adversity index. Mothers reported family structure (i.e., two-parent, single, blended), both parents’, or mother’s, age at the birth of first child, education levels of both parents or of the parent with whom the child was living, and occupations of both parents or the parent with whom the child was living. » (p. 620)- « Parental child-rearing attitudes. Kindergarten children’s mothers (fathers for less than 10% of the sample) completed a French version of a parent child-rearing attitude questionnaire (Falender & Mehrabian, 1980). » (p. 620)- « Teacher management style. To assess teachers’ styles of managing behavioral problems in the classroom, we used the Orientation Toward Control Versus Autonomy Scale (OCVAS; Deci, Schwartz, Sheinman, & Ryan, 1981). » (p. 621)Les participants ont été interrogés à la maternelle (1986-1987), puis des données ont été obtenues sur leur statut scolaire (diplomation) par le Ministère de l’Éducation du Québec en 1999-2000, soit lors de leur vingtième année.","Analyse statistique"
"another look inside the gap: ecological contributions to the transmission of attachment in a sample of adolescent mother-infant dyads","Tarabulsy, George M. / Bernier, Annie / Provost, Marc A. / Maranda, Johanne / Larose, Simon / Moss, Ellen / Larose, Marie / Tessier, Rejean",2005,"Article","attachement / écologie / transmission / mère adolescente / nourrisson","- Adult Attachment Interview (AAI; George, Kaplan, & Main, 1985);- The Maternal Behavior Q-Set (MBQS; Pederson & Moran, 1995);- The Attachment Behavior Q-Set (AQS; Waters, 1995);- The short version of the Social Support Questionnaire (SSQ; Sarason et al., 1987);- The Center for Epidemiologic Studies Depression Scale (CES-D; Radloff, 1977).","Analyse statistique"
"le génogramme : un outil méconnu, une porte ouverte pour la compréhension des symptômes","Riopel, Édouard",2005,"Article","génétique / transmission / génération / intervenant | intervenante / thérapie",NA,"Réflexion critique"
"parental illness, family functioning, and adolescent well-being: a family ecology framework to guide research","Pedersen, Sara / Revenson, Tracey A.",2005,"Article","maladie / parent | parents / fonctionnement / adolescent | adolescente / bien-être / écologie",NA,"Revue de la littérature"
"perception des sphères de vie et du réseau social dadolescents usagers et non usagers des services dintervention spécialisée en toxicomanie","Létourneau, Anne",2005,"Thèse/Mémoire","perception / entourage / réseau social / adolescent | adolescente / toxicomanie / drogue / alcoolisme","« Ces jeunes ont répondu à trois questionnaires administrés par les intervenants du Centre jeunesse tels que ’le profil autonome de consommation (PAC) (Bonneau, 1998)’, ’le graphique de satisfaction et de motivation (GSM) (Bonneau, 1998)’  et le questionnaire de ’perception de l’environnement des personnes (PEP) (Fortier, 1991)’ » (sommaire)","Analyse statistique"
"le risque daccouchement prématuré et la dynamique du couple : la part du père?","Krymko-Bleton, Irène",2005,"Article","risque / accouchement / enfant prématuré / couple / père",NA,"Réflexion critique"
"le lien entre labus sexuel et la qualité du fonctionnement réflexif chez des enfants âgés de 8 à 12 ans","Hanlon, Amy",2005,"Thèse/Mémoire","réflexion / agression sexuelle / enfant / développement cognitif","« Les versions traduites du CAI : Child Attachment Interview (Target, Fonagy, Shmueli-Goetz, Datta & Schneider, 1999) et du Child Dissociation Cheklist (Putnam, Helmers & Trickett, 1993). » (p. i)","Analyse statistique"
"le devenir psychologique et comportemental des hommes abusés sexuellement pendant lenfance","Forouzan, Elham / Van Gijseghem, Hubert",2005,"Article","agression sexuelle / homme / enfance / victime / développement / adaptation",NA,"Analyse statistique"
"devenir père : un portrait des premiers moments","De Montigny, Francine / Lacharité, Carl",2005,"Autre","père / primipare / perception / efficacité / engagement / postnatalité","Questionnaires","Analyse statistique"
"the genetic-environmental etiology of parents perceptions and self-assessed behaviours toward their 5-months-old infants in a large twin and singleton sample","Boivin, Michel / Pérusse, Daniel / Dionne, Ginette / Saysset, Valérie / Zoccolillo, Mark / Tarabulsy, George. M. / Tremblay, Nathalie / Tremblay, Richard E.",2005,"Article","parentage / parent | parents / enfance / jumeau | jumelle / comportement / perception / nourrisson","- Short version of the Zygosity Questionnaire for Young Twins (Goldsmith, 1991)- The Parental Cognitions and Conduct Toward the Infant Scale (PACOTIS)- 13-item abridged version of the Depression Scale (CES-D, Radloff, 1977)- Infant Characteristics Questionnaire (ICQ, Bates, Freeland, & Lounsbury, 1979)","Analyse statistique"
"impact de programmes dactivités de lecture interactives sur le développement cognitif et langagier denfants âgés de 0 à 5 ans : les programmes ali1","Verreault, Martine / Malcuit, Gérard / Pomerleau, Andrée",2005,"Article","lecture / programme / parent | parents / enfant / âge préscolaire / nourrisson / langage / développement cognitif","- « Jusqu’à l’âge de 42 mois et 15 jours, chaque enfant est évalué à l’aide de l’échelle mentale du Bayley (Bayley, 1993) avant le début des programmes et six mois plus tard. L’échelle mentale du Bayley donne des résultats normalisés de développement (Index de Développement Mental : IDM). En plus de l’IDM, nous calculons trois autres résultats. Nous obtenons ces résultats en regroupant, dans trois sous-échelles, tous les items de l’échelle mentale selon qu’ils évaluent plus spécifiquement le langage expressif, le langage réceptif ou les habiletés non verbales. Les trois résultats se calculent selon le rapport d’items réussis cumulés par l’enfant sur le nombre total d’items cumulés de la sous-échelle en question. » (p. 192)- « À partir de 42 mois et 16 jours, l’Échelle d’Intelligence Stanford-Binet (Thorndike, Hagen, & Sattler, 1986) sert à évaluer les enfants. Comme le Bayley, elle est administrée avant le début du programme et 6 mois plus tard. Cette mesure évaluative offre un résultat normalisé de quotient intellectuel (QI). La cotation de l’échelle pour les enfants de deux à six ans permet d’établir un résultat normalisé en distribuant les huit sous-tests en deux facteurs : compréhension verbale et raisonnement non verbal/visualisation. » (p. 192)- « Les adultes remplissent des journaux hebdomadaires pendant trois semaines à partir de chacune des formations jusqu’à la visite de consolidation. Ces journaux, sous forme de calendrier, colligent l’information sur la fréquence des activités ALI et leur durée. De plus, des appels téléphoniques mensuels permettent d’examiner avec l’adulte l’application des techniques et de recueillir l’information sur la fréquence et la durée des sessions. Une grille de suivi compile ces informations. » (p. 192)- Questionnaire sociodémographique : « âge des parents, niveau de scolarité et revenu, statut civil, type de milieu de garde et durée de fréquentation. » (p. 193)","Analyse statistique"
"neglectful behavior by parents in the life history of university students in 17 countries and its relations to violence against dating partners","Straus, Murray A. / Savage, Sarah A.",2005,"Article","négligence / parent | parents / étudiant | étudiante / université / relation / violence","« - Measure of Neglectful Behavior: Neglectful behavior was measured by the short form of the Adult-Recall version of the Multidimensional Neglectful Behavior Scale (Straus, Kinard, & Williams, 1995). This version of the scale asks adolescents or adults if their parents engaged in each of a list of neglectful behaviors.-Measures of Violence Against a Dating Partner: The revised Conflict Tactics Scales (CTS2). Physical assault and injury were measured by the CTS2 (Straus, Hamby, Boney-McCoy, & Sugarman, 1996). » (p. 128-129)Des caractéristiques personnelles ont aussi été prises en compte : le genre, l’âge, la durée des relations, ainsi que la désirabilité sociale.","Analyse statistique"
"familial overlap between bipolar disorder and psychotic symptoms in a canadian cohort","Rende, Richard / Hodgins, Sheilagh / Palmour, Roberta M. / Faucher, Brigitte / Allaire, Jean-François",2005,"Article","schizophrénie / symptôme / proche / trouble / bipolarité","Family Interview for Genetic Studies (FIGS)","Analyse statistique"
"plus lenvironnement se complexifie, plus ladaptation des enfants nécessite lengagement direct du père","Paquette, Daniel",2005,"Autre","environnement / adaptation / enfant / père / paternité / engagement / structure familiale",NA,"Essai"
"concomitance de violence conjugale et de mauvais traitements envers les enfants : représentations des intervenants et défis de collaboration pour loffre dune aide cohérente","Lessard, Geneviève",2005,"Thèse/Mémoire","violence conjugale / maltraitance / enfant / représentation / intervention / aide / collaboration","- Guide d’entrevue semi-structurée;- « Un questionnaire sur les caractéristiques des répondants-es [...]. » (p. iii)","Analyse de contenu"
"familial aggregation of suicidal behavior: a family study of male suicide completers from the general population","Kim, Caroline D. / Séguin, Monique / Therrien, Nadia / Riopel, Genevieve / Chawky, Nadia / Lesage, Alain D. / Turecki, Gustavo",2005,"Article","suicide / homme / proche / risque","- Guide d’entretien directif d’enfants;- The Schedule for Affective Disorders and Schizophrenia for School-Age Children (K-SADS) interviews, modifié et comparé au Structured Clinical - Interiews for DSM-IV;- The Family Interview for Genetic Studies;- The Scale of Suicide ideation, version adaptée.","Analyse statistique"
"ma gang, cest ma famille... une expression à ne pas prendre à la légère","Hamel, Sylvie / Brisebois, René-André",2005,"Article","gang de rue / institution / école / monoparentalité / immigration / jeune / adolescent | adolescente",NA,"Réflexion critique"
"le jeu pathologique chez la clientèle des centres jeunesse : mythe ou réalité","Ferland, Francine / Jacques, Christian / Turcotte, Daniel / Moisan, Sylvie / Drouin-Maziade, Christine / Ladouceur, Robert",2005,"Article","parent | parents / adolescent | adolescente / justice / ciusss | cisss / protection de la jeunesse / jeu compulsif",NA,"Analyse de contenu"
"les conversations mère-enfant en relation avec lattachement et ladaptation sociale de lenfant","Cyr, Chantal",2005,"Thèse/Mémoire","attachement / mère / enfant / interaction / adaptation",NA,NA
"enjeux de lextrême prématurité : état de la réflexion des acteurs","Boisclair, Annick",2005,"Autre","enfant prématuré / naissance / droit / éthique / parent | parents / consentement / enfant / développement",NA,"Analyse de contenu"
"traditions culturelles et religieuses : influence sur les relations amoureuses des jeunes","Azdouz, Rachida",2005,"Autre","relation amoureuse / jeune / relation parent-enfant / culture / identité / immigrant | immigrante / intervention / comportement",NA,"Réflexion critique"
"enfance et famille. contextes et développement","Tarabulsy, George M. / Tessier, Réjean",2005,"Autre","enfant / développement / parent | parents / problème",NA,"Ouvrage collectif"
"lépreuve de labandon et létat dinsécurité affective","Rivest, Claudette",2005,"Autre","abandon / bébé / enfant / adolescent | adolescente / thérapie / insécurité / attachement / mère",NA,"Essai"
"relation entre les comportements interpersonnels des parents et des enseignants et des indices de santé mentale chez des adolescents","Pelletier, Audrey",2005,"Thèse/Mémoire","adolescent | adolescente / parent | parents / enseignant | enseignante / dépression / anxiété / estime de soi / autonomie / soutien",NA,NA
"processus intergénérationnel chez les dyades mère-adolescente-enfant : attachement, sensibilité maternelle et réactivité de lenfant","Maranda, Johanne",2005,"Thèse/Mémoire","processus / relation intergénérationnelle / dyade / mère adolescente / enfant / attachement / sensibilité / maternelle","- Entrevue d’Attachement Adulte;- Situation Étrangère;- Tri-de-Cartes-de-Sensibilité Maternelle;- Questionnaire des Caractéristiques de l’enfant;- 2 sous-échelles de l’Échelle comportementale du Bayley.","Analyse statistique"
"la psychologie des relations humaines au service du support à lexercice du rôle parental","Lachance, Pierrette",2005,"Thèse/Mémoire","rôle parental / soutien / intervention / psychologie / service",NA,NA
"étude des contributions des verbalisations maternelles à 5 mois sur le développement du vocabulaire à 18 mois dans un contexte de naissances gémellaires","Harvey, Élizabeth",2005,"Thèse/Mémoire","mère / jumeau | jumelle / langage / développement / montréal","« Le vocabulaire des enfants a été évalué à 18 mois à l’aide d’une adaptation du MacArthur Communicative Development Inventory (MCDI). » (p. ii)","Analyse statistique"
"venir en aide aux enfants exposés à la violence conjugale : une action multicible","Fortin, Andrée",2005,"Autre","violence conjugale / aide / enfant / intervention",NA,"Réflexion critique"
"perceived parental efficacy: concept analysis","De Montigny, Francine / Lacharité, Carl",2005,"Article","efficacité / parent | parents / définition / perception",NA,NA
"self-perceptions, temperament, socioemotional adjustment and the perceptions of parental support of chronically underachieving children","Bouffard, Thérèse / Roy, Mathieu / Vezeau, Carole",2005,"Article","enfant / performance / trouble / apprentissage / soutien / parent | parents",NA,NA
"les modèles de relations homme-femme dans les images publicitaires de quatre magazines féminins québécois de 1993 et de 2003 : du couple harlequin au couple égalitaire menacé","Cyr, Marie-France",2005,"Article","rapport homme-femme / égalité / amour / publicité / féminisme / genre / tradition / partenaire",NA,"Réflexion critique"
"kindergarten disruptive behaviors, protective factors, and educational achievement by early adulthood","Vitaro, Frank / Brendgen, Mara / Larose, Simon / Tremblay, Richard E.",2005,"Article","comportement / scolarité / anxiété / éducation / parent | parents / stimulation / maternelle / protection","- « Sociofamilial adversity index. Mothers reported family structure (i.e., two-parent, single, blended), both parents’, or mother’s, age at the birth of first child, education levels of both parents or of the parent with whom the child was living, and occupations of both parents or the parent with whom the child was living. » (p. 620)- « Parental child-rearing attitudes. Kindergarten children’s mothers (fathers for less than 10% of the sample) completed a French version of a parent child-rearing attitude questionnaire (Falender & Mehrabian, 1980). » (p. 620)- « Teacher management style. To assess teachers’ styles of managing behavioral problems in the classroom, we used the Orientation Toward Control Versus Autonomy Scale (OCVAS; Deci, Schwartz, Sheinman, & Ryan, 1981). » (p. 621)Les participants ont été interrogés à la maternelle (1986-1987), puis des données ont été obtenues sur leur statut scolaire (diplomation) par le Ministère de l’Éducation du Québec en 1999-2000, soit lors de leur vingtième année.","Analyse statistique"
"another look inside the gap: ecological contributions to the transmission of attachment in a sample of adolescent mother-infant dyads","Tarabulsy, George M. / Bernier, Annie / Provost, Marc A. / Maranda, Johanne / Larose, Simon / Moss, Ellen / Larose, Marie / Tessier, Rejean",2005,"Article","attachement / écologie / transmission / mère adolescente / nourrisson","- Adult Attachment Interview (AAI; George, Kaplan, & Main, 1985);- The Maternal Behavior Q-Set (MBQS; Pederson & Moran, 1995);- The Attachment Behavior Q-Set (AQS; Waters, 1995);- The short version of the Social Support Questionnaire (SSQ; Sarason et al., 1987);- The Center for Epidemiologic Studies Depression Scale (CES-D; Radloff, 1977).","Analyse statistique"
"le génogramme : un outil méconnu, une porte ouverte pour la compréhension des symptômes","Riopel, Édouard",2005,"Article","génétique / transmission / génération / intervenant | intervenante / thérapie",NA,"Réflexion critique"
"parental illness, family functioning, and adolescent well-being: a family ecology framework to guide research","Pedersen, Sara / Revenson, Tracey A.",2005,"Article","maladie / parent | parents / fonctionnement / adolescent | adolescente / bien-être / écologie",NA,"Revue de la littérature"
"perception des sphères de vie et du réseau social dadolescents usagers et non usagers des services dintervention spécialisée en toxicomanie","Létourneau, Anne",2005,"Thèse/Mémoire","perception / entourage / réseau social / adolescent | adolescente / toxicomanie / drogue / alcoolisme","« Ces jeunes ont répondu à trois questionnaires administrés par les intervenants du Centre jeunesse tels que ’le profil autonome de consommation (PAC) (Bonneau, 1998)’, ’le graphique de satisfaction et de motivation (GSM) (Bonneau, 1998)’  et le questionnaire de ’perception de l’environnement des personnes (PEP) (Fortier, 1991)’ » (sommaire)","Analyse statistique"
"le risque daccouchement prématuré et la dynamique du couple : la part du père?","Krymko-Bleton, Irène",2005,"Article","risque / accouchement / enfant prématuré / couple / père",NA,"Réflexion critique"
"le lien entre labus sexuel et la qualité du fonctionnement réflexif chez des enfants âgés de 8 à 12 ans","Hanlon, Amy",2005,"Thèse/Mémoire","réflexion / agression sexuelle / enfant / développement cognitif","« Les versions traduites du CAI : Child Attachment Interview (Target, Fonagy, Shmueli-Goetz, Datta & Schneider, 1999) et du Child Dissociation Cheklist (Putnam, Helmers & Trickett, 1993). » (p. i)","Analyse statistique"
"le devenir psychologique et comportemental des hommes abusés sexuellement pendant lenfance","Forouzan, Elham / Van Gijseghem, Hubert",2005,"Article","agression sexuelle / homme / enfance / victime / développement / adaptation",NA,"Analyse statistique"
"devenir père : un portrait des premiers moments","De Montigny, Francine / Lacharité, Carl",2005,"Autre","père / primipare / perception / efficacité / engagement / postnatalité","Questionnaires","Analyse statistique"
